125,400,174,381,201,377,215,414,178,424,139,439,ALL
215,372,293,360,369,371,368,414,290,406,226,414,SAINTS
166,440,290,411,403,430,400,455,292,443,177,464,MANUFACTURERS
386,374,435,387,416,428,380,412,Co
438,387,483,404,466,441,425,426,LTD
412,428,446,446,437,470,407,453,OF
148,469,283,470,284,498,151,498,QUALITY
290,468,466,474,465,502,291,496,GARMENTS
125,500,209,503,208,523,126,521,JACKS
215,504,292,502,294,527,217,528,PLACE
316,503,473,506,475,528,317,524,SPITALFIELDS
231,528,380,528,379,562,231,560,LONDON
416,678,480,683,480,710,421,709,###
271,603,316,598,321,610,272,616,###
267,811,311,813,312,822,267,824,SINGER
