96,558,117,558,138,558,138,582,117,582,96,582,CASH
693,1058,720,1058,746,1058,746,1089,720,1089,693,1089,###
496,136,547,136,598,136,598,164,547,164,496,164,SENIORS
685,73,720,73,754,73,754,107,720,107,685,107,12
665,782,688,782,711,782,711,810,688,810,665,810,rcut
693,123,718,123,742,123,742,163,718,163,693,163,9
61,557,90,557,90,580,59,578,NO
59,587,138,593,142,611,55,611,AFTERHOURS
510,37,748,23,744,63,503,86,SPECIALS
512,95,600,90,595,113,501,120,ADULTS
497,182,562,180,560,209,501,211,KIDS
703,171,750,167,751,205,704,203,999
144,265,412,270,407,403,151,403,Cut
441,263,699,257,688,421,438,429,My
724,257,1137,248,1132,421,710,412,Hair
126,681,407,477,706,481,703,616,396,618,178,771,BARBER
823,513,1089,636,1254,829,1162,914,984,744,768,627,SHOP
68,746,252,775,254,809,63,784,SPECIALS
59,796,131,805,135,829,59,816,ADULTS
207,811,257,820,257,849,203,845,12
59,836,133,847,126,869,55,860,SENIORS
216,854,250,860,248,883,209,881,999
54,869,104,879,99,905,52,903,KIDS
207,892,254,896,250,923,207,923,999
1058,856,1276,887,1272,930,1061,901,SPECIA
1065,915,1175,928,1170,953,1056,942,ADULTS
1054,961,1175,980,1170,1011,1051,991,SENIORS
1051,1011,1126,1022,1116,1047,1052,1038,KIDS
654,670,825,686,805,760,645,742,BARBER
870,694,944,701,935,791,869,777,OP
623,915,699,933,697,966,618,950,Shaving
670,1079,805,1117,796,1143,650,1098,###
196,923,400,944,398,1043,183,1015,604
459,955,690,988,685,1081,450,1051,685
764,993,1148,1060,1139,1173,748,1108,6813
418,631,468,753,427,759,385,634,AIRCUT
813,885,906,897,905,930,802,912,###
816,804,861,811,856,845,802,834,Skin
867,807,917,818,914,849,858,834,Fade
