381,326,447,326,513,326,513,351,447,351,381,351,DELIVERY
305,326,339,326,373,326,373,349,339,349,305,349,FREE
139,325,188,325,237,325,237,349,188,349,139,349,DINNER
1,321,16,321,30,321,30,346,16,346,1,346,ST
88,232,311,168,477,169,535,191,532,243,447,213,280,214,99,268,PATZERI
174,241,360,243,347,270,154,266,PERFECT
376,240,506,241,505,269,366,263,PIZZA
25,273,246,274,228,296,12,295,BREAKFAsT
269,276,407,276,401,295,257,297,h
435,276,536,277,525,301,426,297,DINN
43,325,128,325,128,350,43,348,LUNCH
129,379,197,366,212,391,135,407,PASTA
132,409,211,395,219,421,128,435,HEROS
17,398,35,399,36,446,18,443,ATM
45,397,62,395,64,443,51,445,ATM
318,414,338,413,337,439,319,440,B
