265,59,283,50,299,51,297,67,284,69,268,75,LONG
300,53,317,49,328,48,331,64,316,65,300,69,XING
333,49,360,47,384,51,382,66,361,63,333,67,CHINESE
383,49,418,50,458,61,456,75,418,66,386,64,RESTAURANT
321,69,390,68,396,101,320,103,###
213,65,247,64,243,91,214,89,###
478,68,507,69,506,89,484,91,###
262,105,297,105,297,123,264,123,Home
301,104,330,105,333,122,300,121,Made
334,105,362,105,365,123,338,124,Style
366,107,418,106,421,124,369,125,Shanghai
420,107,463,107,460,125,422,124,Cuisine
404,90,423,91,424,104,411,106,Tel
426,90,440,89,442,106,425,108,646
441,91,463,92,465,104,441,106,4500
191,191,205,191,206,204,192,204,A
