514,548,556,548,598,548,598,569,556,569,514,569,HAHNDORF
469,436,482,436,495,436,495,451,482,451,469,451,EST
496,436,515,436,534,436,534,452,515,452,496,452,2015
380,436,409,393,462,374,470,396,424,415,399,451,AUTHENTIC
471,373,513,369,546,380,545,396,509,389,476,395,ITALIAN
556,383,595,402,617,429,605,441,574,413,551,396,CUISINE
343,471,561,453,686,491,675,563,481,600,316,608,gepettos
425,596,459,618,509,627,512,651,453,641,409,616,BREAKFAST
517,627,543,625,566,611,580,624,554,641,515,648,LUNCH
576,606,599,590,617,564,634,572,612,603,587,620,DINNER
