160,212,222,162,281,132,300,172,228,205,190,243,BORDER
299,124,347,115,402,110,400,153,357,153,304,170,ROADS
410,113,517,137,604,197,582,233,505,174,406,152,ORGANISATION
228,264,433,262,432,306,225,311,SIMPLICITY
441,263,478,263,480,307,444,309,IS
485,260,553,258,551,302,496,303,THE
193,335,301,331,304,378,194,377,PEAK
311,334,360,330,357,371,313,379,OF
367,329,587,321,589,363,368,373,CIVILIZATION
404,394,489,391,486,415,403,425,JESSIE
489,386,586,382,586,409,491,416,SAMPTER
143,458,272,449,284,479,143,494,491RMPL
354,442,396,441,398,475,354,475,54
398,440,444,437,450,468,401,473,RCC
493,425,546,419,543,475,499,477,16
558,421,613,421,609,466,564,471,TF
