149,418,319,418,489,418,489,576,319,576,149,576,CAFE
205,880,230,880,254,880,254,981,230,981,205,981,###
404,772,440,772,475,772,475,873,440,873,404,873,###
249,172,266,172,283,172,283,205,266,205,249,205,10
301,144,319,144,337,144,337,176,319,176,301,176,12
267,255,282,255,296,255,296,294,282,294,267,294,7
139,230,166,130,246,73,279,127,222,166,192,236,TIME
300,61,358,65,393,83,363,127,328,109,301,115,TO
430,109,484,176,484,245,430,247,420,182,388,137,EAT
229,586,468,583,474,716,235,715,50S
510,748,637,665,640,766,516,824,###
253,911,348,856,351,917,271,971,###
84,380,127,383,132,434,91,434,###
235,209,261,212,264,236,238,236,9
252,236,273,236,271,263,252,269,8
303,275,331,277,333,304,310,308,6
339,268,363,266,364,299,340,296,5
361,245,393,247,396,272,363,274,4
370,217,400,215,397,242,378,242,3
369,187,391,187,391,214,369,217,2
343,160,367,161,367,193,349,188,1
271,155,297,157,298,188,270,185,11
