592,163,758,79,884,85,1057,166,1011,225,862,150,767,150,637,219,GENESEA
538,228,832,235,837,292,547,289,Historic
853,235,1097,243,1100,316,854,300,Village
640,324,797,325,797,367,634,370,Main
817,325,1009,328,1006,376,806,375,Street
559,379,829,382,826,430,554,426,Business
842,388,1093,388,1087,426,845,424,District
665,537,811,543,809,577,679,582,State
821,540,1085,541,1082,592,815,591,University
683,591,823,591,820,628,682,625,MAIN
828,586,1082,594,1078,630,830,622,ENTRANCE
52,244,87,249,91,270,52,267,ONLy
