455,143,591,107,756,132,851,219,817,286,734,206,598,179,461,214,SMOKLAHOMA
400,231,436,238,429,282,394,277,16
442,239,522,252,517,296,434,283,HOUR
531,254,640,271,631,313,522,295,SMOKED
650,270,744,288,735,330,640,311,PULLED
754,285,822,297,819,343,740,329,PORK
395,299,426,303,419,338,392,334,IN
432,303,550,320,543,354,425,339,BRIOCHE
555,321,607,328,599,361,552,356,BUN
643,333,706,341,700,374,633,366,400
385,345,413,349,406,388,382,389,8
429,347,544,363,540,399,422,393,SMOKLA
560,366,615,375,612,404,555,401,DOG
731,388,786,396,781,428,721,425,400
718,434,782,436,779,470,708,467,500
403,397,464,404,458,441,389,432,ADD
477,403,590,420,582,455,472,437,PULLED
597,414,631,422,679,414,666,456,626,450,593,455,PORK
410,446,527,459,518,484,411,477,TOPPINGS
639,473,728,481,727,501,637,494,HOMEMADE
422,477,514,485,510,497,418,490,###
