84,142,169,99,269,96,268,129,183,136,100,176,SELAMAT
283,96,358,100,439,129,433,164,350,139,284,135,DATANG
165,147,359,146,359,198,154,194,MEMORi
96,188,315,202,312,246,90,245,DTANJUNG
332,206,438,198,443,235,329,239,ASAM
115,253,173,252,174,274,117,275,PUSAT
187,249,234,250,236,274,189,275,MINI
249,252,354,249,356,275,251,276,REAKRASI
126,276,159,276,157,298,129,298,TEl
167,276,198,273,199,298,166,297,016
206,275,283,274,282,301,209,300,4670126
293,275,325,276,327,299,291,301,PAk
334,272,371,271,375,297,336,300,TEH
