416,167,501,167,586,167,586,244,501,244,416,244,Cour
14,145,202,145,390,145,390,243,202,243,14,243,Shopping
230,114,275,114,320,114,320,153,275,153,230,153,TRICT
64,35,112,50,110,128,65,116,8
148,61,198,72,195,112,145,100,AV
206,255,219,258,220,310,203,309,FELD
410,269,428,270,423,346,412,347,COBS
570,154,586,175,578,192,561,178,NO
584,176,606,170,625,135,641,156,605,200,581,198,STANDING
523,250,582,246,583,263,528,270,###
608,239,658,234,658,257,609,264,###
521,296,588,293,584,310,530,319,###
612,299,657,298,662,321,612,321,###
525,361,559,360,560,404,529,399,###
