216,459,250,459,283,459,283,481,250,481,216,481,HongKong
196,388,218,388,240,388,240,401,218,401,196,401,COFFEE
311,386,328,386,345,386,345,401,328,401,311,401,MUCH
281,386,295,386,308,386,308,401,295,401,281,401,AND
244,387,262,387,279,387,279,402,262,402,244,402,JUICE
426,430,449,430,471,430,471,453,449,453,426,453,OVER
347,385,356,385,365,385,365,400,356,400,347,400,M
220,199,235,199,249,199,249,233,235,233,220,233,###
162,273,182,238,206,215,233,247,206,265,191,299,JOR
248,197,285,187,324,199,312,231,285,224,261,228,THE
332,205,382,235,406,283,375,294,351,257,321,232,JUICE
400,432,417,433,419,458,401,455,A
