364,315,398,315,432,315,432,348,398,348,364,348,###
223,18,316,0,458,32,450,85,337,67,256,88,GLASGOW
475,38,559,95,548,139,503,113,466,92,CITY
573,115,629,171,716,246,707,276,624,217,560,156,BRANCH
421,110,491,126,577,189,576,232,503,185,436,167,UNISON
266,460,371,501,469,520,468,564,344,561,239,541,UNITY
494,524,555,522,575,563,510,563,IS
578,524,700,500,787,437,818,482,703,564,596,562,STRENGTH
912,313,999,352,991,377,905,335,UNISON
905,338,992,378,985,398,899,358,SPEAKING
898,361,932,377,924,398,887,386,UP
932,376,985,399,982,424,932,400,FOR
923,396,978,424,965,448,919,424,BLIC
48,522,68,518,71,535,52,539,A
32,538,85,531,86,545,34,554,LIVING
38,553,83,544,88,556,44,564,WAGE
