295,316,415,316,534,316,534,366,415,366,295,366,Moon
176,208,263,208,350,208,350,266,263,266,176,266,Man
332,262,398,262,463,262,463,311,398,311,332,311,the
236,266,277,266,318,266,318,309,277,309,236,309,in
584,218,626,198,674,198,670,215,624,217,595,233,BISTRO
683,197,706,206,729,214,717,233,695,218,677,215,PUB
575,316,594,338,617,346,606,366,578,350,563,330,MAN
626,348,649,356,641,376,615,366,IN
652,354,675,355,698,348,705,368,677,377,650,371,THE
702,351,729,337,751,314,773,326,743,355,709,367,MOON
