319,374,335,384,355,392,349,422,315,418,293,400,CATS
367,390,397,386,427,366,447,382,419,412,373,422,DOGS
277,340,461,322,459,368,279,378,RAININ
489,252,811,236,811,296,497,324,RAININ
833,230,1061,216,1069,286,849,306,CATS
1085,212,1167,212,1169,284,1091,288,###
701,170,873,152,873,198,719,212,KEDAI
887,148,1103,134,1101,176,889,206,HAIWAN
1113,134,1277,120,1279,172,1125,182,PELIH
481,342,509,338,509,370,487,372,A
523,338,595,332,595,362,527,372,place
605,336,695,326,699,356,605,364,where
707,330,759,328,751,354,707,366,pet
761,320,865,316,869,344,761,354,friends
877,320,945,316,957,342,879,352,meet
487,390,581,382,581,408,493,414,NOMBPJ
597,380,743,370,743,400,597,408,579,420,L230000190336
793,372,873,370,875,390,793,396,DIMILIKI
875,368,931,366,937,390,875,392,OLEH
949,364,1025,356,1025,380,951,386,RAININ
1023,362,1081,354,1081,380,1025,388,CATS
1105,354,1169,348,1171,376,1107,382,DOGS
1177,216,1265,206,1271,276,1185,280,D
1175,348,1223,346,1227,372,1177,376,SDN
1223,346,1271,342,1279,372,1229,380,BHD
