330,460,504,418,676,414,684,516,534,520,360,552,BLUE
726,416,986,431,1222,498,1208,603,979,532,708,506,ATRIUM
614,587,754,597,756,627,618,621,LOWER
762,595,936,605,934,637,764,633,GROUND
937,607,976,613,978,643,944,643,2
602,703,762,711,764,764,604,756,Oasis
782,715,1084,727,1086,776,786,766,Boulevard
1108,729,1284,742,1288,790,1112,778,South
604,774,844,788,840,837,606,834,Sunway
852,788,1076,800,1046,850,856,842,Lagoon
598,842,722,845,722,892,606,887,Taxi
782,850,1034,864,1034,912,768,900,Aeroline
1086,866,1288,878,1290,932,1080,916,Jockey
596,914,712,920,708,964,598,960,Sun
736,916,780,912,786,972,734,970,U
796,922,1030,932,1026,987,802,979,Canopy
1040,932,1186,942,1188,990,1044,979,Walk
