412,60,472,60,532,60,532,111,472,111,412,111,GRAF
401,810,431,810,461,810,461,849,431,849,401,849,###
274,60,328,60,382,60,382,102,328,102,274,102,ART
208,27,263,27,318,27,318,59,263,59,208,59,###
361,106,439,110,440,132,359,132,DIY
306,612,369,587,428,588,418,616,370,613,327,632,STRONG
442,598,478,615,501,651,473,665,453,632,429,619,HOLD
303,677,334,725,387,741,387,771,306,749,275,690,POMADE
397,739,431,733,462,718,487,733,446,761,404,771,KING
289,803,342,803,392,841,378,858,342,828,295,820,###
300,834,348,869,378,858,406,878,342,894,291,848,###
