348,230,411,230,474,230,474,273,411,273,348,273,Spray
857,221,898,221,939,221,939,334,898,334,857,334,###
145,283,178,283,211,283,211,316,178,316,145,316,Bee
29,57,66,57,103,57,103,125,66,125,29,125,###
-2,555,106,507,257,564,202,603,118,570,28,605,HAPPY
606,293,675,280,674,314,605,321,HAPP
582,335,691,319,696,349,588,360,GIRAFFE
658,503,751,491,760,524,670,533,CUTE
673,546,772,529,787,559,687,579,LION
736,246,790,232,845,268,824,291,788,275,750,279,Biddy
200,84,321,93,337,136,199,145,###
1013,501,1079,480,1079,514,1029,530,FIRE
988,557,1071,534,1078,570,1014,584,ENGI
505,55,566,75,562,118,504,96,###
800,102,820,114,833,144,815,146,###
