913,176,960,176,1006,176,1006,233,960,233,913,233,Fav
306,340,321,340,336,340,336,352,321,352,306,352,RM560
378,343,394,343,410,343,410,354,394,354,378,354,RM750
547,345,566,345,585,345,585,358,566,358,547,358,RM850
218,142,251,142,246,240,221,241,###
264,152,324,123,401,109,392,154,341,164,276,190,SOY
426,111,537,97,657,103,649,157,526,138,418,151,DUCK
304,181,454,167,454,198,298,212,Chicken
465,170,499,169,497,199,466,202,###
511,167,625,162,628,192,515,196,PORK
301,218,477,205,475,244,303,248,Porridge
485,214,507,215,508,237,483,237,###
515,203,623,200,622,232,517,238,Rice
753,183,897,172,896,233,754,238,Moms
870,272,918,271,921,312,875,313,###
944,271,1000,271,999,311,952,312,###
56,457,103,449,103,495,55,508,###
754,365,791,365,792,377,755,377,RM760
755,468,791,471,793,483,757,480,RM760
957,368,995,371,996,382,958,381,RM760
960,484,999,484,1001,496,961,495,RM760
464,344,494,343,495,355,463,355,RM850
764,428,875,433,878,456,765,453,###
769,546,869,549,876,567,769,566,###
195,340,263,340,263,357,192,356,###
187,397,258,402,257,420,189,417,###
183,459,252,464,254,480,186,473,###
265,340,295,342,296,359,259,356,###
337,341,372,342,374,359,341,360,###
412,343,454,345,453,363,415,365,###
498,345,532,343,530,366,494,364,###
588,347,660,349,662,369,587,365,###
