276,365,406,365,535,365,535,411,406,411,276,411,CHEMICAL
350,323,402,323,453,323,453,367,402,367,350,367,DRY
476,474,525,474,573,474,573,497,525,497,476,497,PAPER
409,415,457,415,505,415,505,446,457,446,409,446,CLASS
279,473,298,473,316,473,316,498,298,498,279,498,BE
324,474,361,474,397,474,397,497,361,497,324,497,USED
234,470,253,470,271,470,271,496,253,496,234,496,TO
303,417,328,417,352,417,352,447,328,447,303,447,AB
408,472,437,472,465,472,465,498,437,498,408,498,FOR
360,417,382,417,403,417,403,450,382,450,360,450,E
241,306,276,279,311,265,322,290,294,304,275,328,THIS
322,259,421,235,547,287,520,322,425,278,331,286,EXTINGUISHER
