274,198,308,152,378,142,416,171,399,194,363,167,318,176,295,215,ORGANIC
290,254,417,234,422,264,287,283,PRODUCTS
391,39,470,18,477,40,400,64,Coffee
371,75,458,47,468,122,387,146,Oi
395,147,448,131,452,146,404,159,CHINESE
320,74,394,49,400,64,322,89,FRESHENER
295,97,370,72,376,105,296,126,MET
219,109,283,90,291,118,230,135,Fruits
209,141,267,125,273,146,219,161,Veggie
144,155,194,139,199,154,153,170,###
137,169,246,152,250,196,154,217,Rice
91,176,140,164,140,184,98,197,Sauce
53,207,132,186,142,225,64,245,FISH
51,247,264,190,270,229,59,286,BREAKFAST
1,232,44,214,58,246,1,264,ack
5,263,45,249,56,268,7,287,FISH
168,338,265,332,270,355,168,363,SUSHI
166,362,269,353,268,368,170,376,###
