26,148,64,170,139,164,176,182,173,217,137,198,67,212,20,188,Slumberland
207,176,230,180,230,190,208,186,PUSAT
233,181,266,187,264,197,230,191,PERABOT
206,188,275,201,275,243,210,231,Ym
280,208,356,218,358,236,283,226,###
280,225,359,237,359,258,280,245,FURNITURE
383,216,399,232,438,224,462,235,461,262,438,251,398,258,380,247,Slumberland
115,25,173,46,167,72,116,56,Taipan
181,41,239,59,229,84,177,70,Health
235,65,300,82,294,102,232,91,Solution
304,92,328,98,331,120,306,114,RM
332,83,360,93,359,125,333,117,38
319,52,406,83,406,104,319,75,TRADITIONAL
231,23,315,52,314,72,231,49,KESIHATAN
135,10,193,14,223,22,219,44,###
254,407,288,403,288,414,256,417,###
