221,22,977,7,998,172,197,166,###
1403,7,2078,7,2099,196,1412,190,PIYAZ
8,433,428,445,446,655,17,658,PCE
647,457,1802,469,1811,649,653,628,KOFTECISI
1985,469,2384,466,2384,628,2000,649,527
2420,460,2567,466,2564,625,2441,637,7
566,877,896,676,1376,670,1769,865,1682,1048,1373,832,923,838,605,1033,SULTANAHMET
839,916,1493,931,1499,1069,833,1063,KOFTE
608,1105,848,1111,848,1225,620,1225,Tel
941,1102,1211,1102,1214,1234,920,1222,527
1250,1102,1415,1099,1415,1237,1241,1237,78
1472,1114,1646,1114,1637,1234,1466,1231,73
8,1405,599,1402,602,1537,11,1543,KEPCE
842,1405,1694,1405,1706,1555,830,1555,KOFTECISI
1829,1399,2045,1408,2060,1549,1835,1543,TEL
2081,1411,2291,1405,2288,1543,2096,1540,527
2315,1411,2438,1405,2450,1537,2327,1546,78
2483,1396,2582,1402,2588,1546,2489,1546,73
