264,144,306,144,347,144,347,168,306,168,264,168,2010
253,175,302,175,350,175,350,199,302,199,253,199,Olean
227,60,263,60,298,60,298,74,263,74,227,74,Annual
131,143,171,143,210,143,210,168,171,168,131,168,June
76,175,160,175,243,175,243,199,160,199,76,199,Downtown
319,209,333,209,347,209,347,219,333,219,319,219,4058
187,58,205,58,222,58,222,72,205,72,187,72,17th
165,212,193,212,221,212,221,225,193,225,165,225,LAMAR
144,76,247,76,349,76,349,112,247,112,144,112,TESTICLE
34,172,52,172,70,172,70,197,52,197,34,197,In
218,144,237,144,256,144,256,172,237,172,218,172,5
53,63,94,59,123,79,107,98,85,80,62,82,OLEAN
43,134,77,148,109,129,120,148,86,170,34,152,JAYCEES
140,107,349,109,354,141,133,134,FESTIVAL
