194,91,215,75,244,63,251,77,228,89,207,104,CITY
250,57,279,48,286,65,259,74,OF
286,44,362,43,467,87,454,107,360,65,293,64,WESTMINISTER
236,125,297,127,297,152,243,153,WT
308,125,421,126,422,153,308,151,STEAD
274,153,320,154,324,173,271,174,1849
342,155,389,157,389,174,344,173,1912
265,193,403,193,402,211,265,213,JOURNALIST
244,217,294,218,292,235,241,234,AND
302,219,422,220,425,234,301,233,REFORMER
224,242,251,243,254,261,228,261,OF
262,244,334,243,335,260,264,259,GREAT
342,242,440,244,441,259,343,259,RENOWN
263,275,335,277,336,295,265,297,LIVED
340,279,403,277,404,295,341,296,HERE
282,303,332,303,330,323,287,322,1904
344,304,383,303,383,322,344,320,1912
