269,363,299,363,328,363,328,385,299,385,269,385,2014
191,364,221,364,251,364,251,386,221,386,191,386,1914
50,284,50,192,78,145,114,154,86,226,83,289,TOWER
95,131,110,106,134,86,155,121,131,133,122,148,OF
147,80,233,48,338,67,332,99,233,84,162,110,LONDON
352,75,447,154,470,293,431,293,410,171,337,104,REMEMBERS
100,328,125,363,155,383,139,412,105,389,79,349,THE
158,388,195,408,244,420,243,455,185,442,142,416,126,422,FIRST
253,420,312,412,368,386,392,408,334,446,259,454,WORLD
375,381,400,354,412,326,449,329,431,372,399,402,WAR
