499,148,580,148,649,174,628,270,559,249,503,249,GO
493,249,638,264,749,334,736,408,623,343,490,327,BIGELOW
496,339,748,420,742,496,479,411,PHARMACY
611,448,713,483,710,513,601,480,Estab
608,483,712,511,707,544,595,517,1838
518,531,713,586,712,627,517,558,PRESCRIPTIONS
548,574,695,619,694,643,542,606,COSMETICS
554,615,691,651,691,681,556,646,SURGICAL
557,646,683,676,685,709,550,673,SUPPLIES
547,681,625,699,619,732,539,712,HOME
628,700,698,721,700,753,628,732,CARE
589,727,644,739,643,760,589,747,FREE
568,738,676,766,673,784,562,756,DELIVERY
517,754,602,775,596,817,521,793,533
622,780,716,805,716,843,614,820,2700
580,879,658,900,652,924,578,906,orange
