337,748,454,748,570,748,570,807,454,807,337,807,Spaghetti
953,749,1040,749,1127,749,1127,809,1040,809,953,809,Curry
403,438,630,438,857,438,857,563,630,563,403,563,Shakeys
118,749,200,749,282,749,282,797,200,797,118,797,Pizza
709,752,812,752,914,752,914,805,812,805,709,805,Potato
278,685,348,685,417,685,417,730,348,730,278,730,Shakeys
383,314,647,314,910,314,910,422,647,422,383,422,###
853,696,916,696,978,696,978,737,916,737,853,737,Shakeys
911,752,933,752,955,752,955,812,933,812,911,812,###
290,747,313,747,335,747,335,809,313,809,290,809,###
76,453,202,397,332,354,365,415,241,457,118,529,Pizza
919,372,1052,438,1148,493,1124,556,995,477,883,433,Pizza
1189,496,1259,493,1270,669,1208,658,###
