598,261,731,261,863,261,863,323,731,323,598,323,COLTD
704,548,736,548,767,548,767,563,736,563,704,563,###
658,548,677,548,696,548,696,563,677,563,658,563,###
449,549,468,549,487,549,487,564,468,564,449,564,###
501,549,517,549,532,549,532,564,517,564,501,564,###
776,546,793,546,810,546,810,559,793,559,776,559,###
580,548,593,548,606,548,606,562,593,562,580,562,###
609,547,624,547,639,547,639,563,624,563,609,563,###
317,285,428,259,581,258,584,319,433,322,323,351,c
544,549,569,546,571,565,538,568,###
