500,538,532,504,589,486,597,526,554,534,518,565,PUBLIC
605,492,680,500,730,549,702,569,665,532,595,520,FOOTPATH
558,609,611,575,674,611,657,644,613,607,570,631,INDUSTRIAL
572,629,583,674,619,682,623,710,562,688,550,637,HERITAGE
625,680,643,662,653,639,669,642,669,670,645,708,TRAIL
538,757,576,771,623,769,627,803,570,797,528,777,FOOTPA
629,771,669,755,684,732,710,759,672,791,635,807,PUBLIC
510,565,488,664,518,736,500,755,461,668,488,555,###
714,573,726,642,694,726,720,745,748,644,732,559,###
441,999,453,876,542,836,625,838,617,872,552,856,482,912,463,1007,wwwnorthyorksgovuk
467,1013,477,1052,488,1062,465,1096,449,1058,441,1026,0845
490,1082,528,1108,576,1108,572,1147,514,1135,465,1098,0349599
678,870,718,931,722,969,694,975,682,924,661,892,PUBLIC
631,1082,680,1038,690,983,726,979,710,1066,649,1120,FOOTPATH
