407,416,453,416,498,416,498,436,453,436,407,436,BREWED
293,447,329,447,365,447,365,468,329,468,293,468,RICH
356,468,391,468,426,468,426,490,391,490,356,490,ENJOY
462,221,525,221,588,221,588,254,525,254,462,254,DRY
267,422,302,422,337,422,337,445,302,445,267,445,ASAHI
434,464,457,464,479,464,479,487,457,487,434,487,THE
342,421,371,421,399,421,399,441,371,441,342,441,BEER
489,461,525,461,561,461,561,482,525,482,489,482,GREAT
263,448,276,448,288,448,288,472,276,472,263,472,IS
637,451,651,451,664,451,664,477,651,477,637,477,OF
740,450,774,450,807,450,807,469,774,469,740,469,BEER
348,200,373,172,419,156,438,182,407,202,375,227,ASAHI
434,153,500,134,579,145,576,178,502,168,447,182,BREWERIES
598,149,654,166,689,199,669,227,632,193,587,177,LIMITED
492,174,549,169,553,185,494,187,ASAHI
458,189,524,186,526,202,464,205,DRAFT
531,187,580,184,583,203,531,204,BEER
492,206,562,201,563,219,492,221,SUPER
285,254,748,223,791,391,271,423,Asahi
506,414,565,409,564,428,504,433,FROM
566,411,653,406,654,424,568,430,QuALITY
658,404,790,401,790,419,656,426,INGREDIENTS
374,447,521,434,522,455,370,467,REFRESHING
530,436,578,432,582,451,529,452,AND
582,431,675,425,679,446,584,453,SMOOTH
686,430,734,425,735,447,691,447,ALL
737,428,796,424,796,441,741,444,YEAR
260,481,352,470,348,491,265,498,ROUND
566,458,631,452,634,476,567,483,TASTE
669,455,736,452,739,477,669,477,ASAHI
379,506,701,481,711,539,383,556,###
