201,421,284,421,366,421,366,447,284,447,201,447,CHOCOLATE
147,378,249,378,350,378,350,422,249,422,147,422,ALMOND
127,424,161,424,194,424,194,446,161,446,127,446,MILK
124,182,190,176,246,177,256,212,186,216,130,228,BUBBA
265,171,322,177,370,197,357,228,310,219,263,214,GUMP
166,227,210,219,258,220,246,243,210,241,171,247,SHRIMP
157,232,186,268,237,290,229,302,169,277,141,239,RESTAURANT
298,224,317,225,332,233,331,246,316,242,297,244,CO
270,286,291,279,293,297,278,303,###
293,277,319,263,338,235,353,239,330,274,296,294,MARKET
