137,507,397,507,656,507,656,644,397,644,137,644,OSCARS
312,698,396,698,479,698,479,726,396,726,312,726,HAHNDORF
376,668,395,668,413,668,413,698,395,698,376,698,OF
217,495,235,465,286,429,304,457,270,478,246,514,LIGHTING
295,426,343,405,399,402,399,432,352,433,312,454,HANDBAGS
411,399,447,406,472,421,463,445,430,429,409,435,SHOES
487,424,531,457,558,493,529,508,510,475,472,453,CLOTHING
240,663,262,711,295,730,280,771,235,735,204,678,JEWELLERY
297,739,331,754,379,766,376,804,328,793,282,769,GIFTWARE
381,759,408,763,433,754,442,790,418,795,384,796,HOME
435,759,462,751,483,733,510,765,483,789,451,793,DECOR
492,726,522,705,547,664,577,676,553,730,517,760,FURNITURE
