314,491,518,440,629,647,359,713,350,722,A
674,440,1358,392,2131,575,2107,788,1346,584,707,611,COOKES
827,614,937,620,935,716,835,707,Tel
970,623,1142,623,1139,716,968,704,020
1169,641,1370,653,1370,728,1175,728,8743
1400,656,1616,662,1628,734,1397,731,7630
800,788,1769,836,1721,1019,713,962,Traditional
305,962,539,974,530,1115,290,1100,PIE
578,974,1034,1010,1034,1133,593,1112,MASH
1091,1007,1661,1037,1688,1193,1076,1157,LIQUOR
1703,1055,1829,1055,1832,1181,1700,1175,###
1867,1019,2176,1034,2200,1178,1870,1172,EELS
1109,1259,1297,1169,1475,1256,1433,1316,1310,1241,1142,1304,ESTABLISHED
1223,1259,1367,1256,1370,1334,1223,1328,1899
